puntos,comision,produccion
27085,0.23,5218010.0
27086,0.23,5218010.0
27087,0.23,5218010.0
27088,0.23,5218010.0
27089,0.23,5218010.0
27090,0.23,5218010.0
27091,0.23,5218010.0
27092,0.23,5218010.0
27093,0.23,5218010.0
27094,0.23,5218010.0
27095,0.23,5218010.0
27096,0.23,5218010.0
27097,0.23,5218010.0
27098,0.23,5218010.0
27099,0.23,5218010.0
27100,0.23,5218010.0
27101,0.23,5218010.0
27102,0.23,5218010.0
27103,0.23,5218010.0
27104,0.23,5218010.0
27105,0.23,5218010.0
27106,0.23,5218010.0
27107,0.23,5218010.0
27108,0.23,5218010.0
27109,0.23,5218010.0
27110,0.23,5218010.0
27111,0.23,5218010.0
27112,0.23,5218010.0
27113,0.23,5218010.0
27114,0.23,5218010.0
27115,0.23,5218010.0
27116,0.23,5218010.0
27117,0.23,5218010.0
27118,0.23,5218010.0
27119,0.23,5218010.0
27120,0.23,5218010.0
27121,0.23,5218010.0
27122,0.23,5218010.0
27123,0.23,5218010.0
27124,0.23,5218010.0
27125,0.23,5218010.0
27126,0.23,5218010.0
27127,0.23,5218010.0
27128,0.23,5218010.0
27129,0.23,5218010.0
27130,0.23,5218010.0
27131,0.23,5218010.0
27132,0.23,5218010.0
27133,0.23,5218010.0
27134,0.23,5218010.0
27135,0.23,5218010.0
27136,0.23,5218010.0
27137,0.23,5218010.0
27138,0.23,5218010.0
27139,0.23,5218010.0
27140,0.23,5218010.0
27141,0.23,5218010.0
27142,0.23,5218010.0
27143,0.23,5218010.0
27144,0.23,5218010.0
27145,0.23,5218010.0
27146,0.23,5218010.0
27147,0.23,5218010.0
27148,0.23,5218010.0
27149,0.23,5218010.0
27150,0.23,5218010.0
27151,0.23,5218010.0
27152,0.23,5218010.0
27153,0.23,5218010.0
27154,0.23,5218010.0
27155,0.23,5218010.0
27156,0.23,5218010.0
27157,0.23,5218010.0
27158,0.23,5218010.0
27159,0.23,5218010.0
27160,0.23,5218010.0
27161,0.23,5218010.0
27162,0.23,5218010.0
27163,0.23,5218010.0
27164,0.23,5218010.0
27165,0.23,5218010.0
27166,0.23,5218010.0
27167,0.23,5218010.0
27168,0.23,5218010.0
27169,0.23,5218010.0
27170,0.23,5218010.0
27171,0.23,5218010.0
27172,0.23,5218010.0
27173,0.23,5218010.0
27174,0.23,5218010.0
27175,0.23,5218010.0
27176,0.23,5218010.0
27177,0.23,5218010.0
27178,0.23,5218010.0
27179,0.23,5218010.0
27180,0.23,5218010.0
27181,0.23,5218010.0
27182,0.23,5218010.0
27183,0.23,5218010.0
27184,0.23,5218010.0
27185,0.23,5218010.0
27186,0.23,5218010.0
27187,0.23,5218010.0
27188,0.23,5218010.0
27189,0.23,5218010.0
27190,0.23,5218010.0
27191,0.23,5218010.0
27192,0.23,5218010.0
27193,0.23,5218010.0
27194,0.23,5218010.0
27195,0.23,5218010.0
27196,0.23,5218010.0
27197,0.23,5218010.0
27198,0.23,5218010.0
27199,0.23,5218010.0
27200,0.23,5218010.0
27201,0.23,5218010.0
27202,0.23,5218010.0
27203,0.23,5218010.0
27204,0.23,5218010.0
27205,0.23,5218010.0
27206,0.23,5218010.0
27207,0.23,5218010.0
27208,0.23,5218010.0
27209,0.23,5218010.0
27210,0.23,5218010.0
27211,0.23,5218010.0
27212,0.23,5218010.0
27213,0.23,5218010.0
27214,0.23,5218010.0
27215,0.23,5218010.0
27216,0.23,5218010.0
27217,0.23,5218010.0
27218,0.23,5218010.0
27219,0.23,5218010.0
27220,0.23,5218010.0
27221,0.23,5218010.0
27222,0.23,5218010.0
27223,0.23,5218010.0
27224,0.23,5218010.0
27225,0.23,5218010.0
27226,0.23,5218010.0
27227,0.23,5218010.0
27228,0.23,5218010.0
27229,0.23,5218010.0
27230,0.23,5218010.0
27231,0.23,5218010.0
27232,0.23,5218010.0
27233,0.23,5218010.0
27234,0.23,5218010.0
27235,0.23,5218010.0
27236,0.23,5218010.0
27237,0.23,5218010.0
27238,0.23,5218010.0
27239,0.23,5218010.0
27240,0.23,5218010.0
27241,0.23,5218010.0
27242,0.23,5218010.0
27243,0.23,5218010.0
27244,0.23,5218010.0
27245,0.23,5218010.0
27246,0.23,5218010.0
27247,0.23,5218010.0
27248,0.23,5218010.0
27249,0.23,5218010.0
27250,0.23,5218010.0
27251,0.23,5218010.0
27252,0.23,5218010.0
27253,0.23,5218010.0
27254,0.23,5218010.0
27255,0.23,5218010.0
27256,0.23,5218010.0
27257,0.23,5218010.0
27258,0.23,5218010.0
27259,0.23,5218010.0
27260,0.23,5218010.0
27261,0.23,5218010.0
27262,0.23,5218010.0
27263,0.23,5218010.0
27264,0.23,5218010.0
27265,0.23,5218010.0
27266,0.23,5218010.0
27267,0.23,5218010.0
27268,0.23,5218010.0
27269,0.23,5218010.0
27270,0.23,5218010.0
27271,0.23,5218010.0
27272,0.23,5218010.0
27273,0.23,5218010.0
27274,0.23,5218010.0
27275,0.23,5218010.0
27276,0.23,5218010.0
27277,0.23,5218010.0
27278,0.23,5218010.0
27279,0.23,5218010.0
27280,0.23,5218010.0
27281,0.23,5218010.0
27282,0.23,5218010.0
27283,0.23,5218010.0
27284,0.23,5218010.0
27285,0.23,5218010.0
27286,0.23,5218010.0
27287,0.23,5218010.0
27288,0.23,5218010.0
27289,0.23,5218010.0
27290,0.23,5218010.0
27291,0.23,5218010.0
27292,0.23,5218010.0
27293,0.23,5218010.0
27294,0.23,5218010.0
27295,0.23,5218010.0
27296,0.23,5218010.0
27297,0.23,5218010.0
27298,0.23,5218010.0
27299,0.23,5218010.0
27300,0.23,5218010.0
27301,0.23,5218010.0
27302,0.23,5218010.0
27303,0.23,5218010.0
27304,0.23,5218010.0
27305,0.23,5218010.0
27306,0.23,5218010.0
27307,0.23,5218010.0
27308,0.23,5218010.0
27309,0.23,5218010.0
27310,0.23,5218010.0
27311,0.23,5218010.0
27312,0.23,5218010.0
27313,0.23,5218010.0
27314,0.23,5218010.0
27315,0.23,5218010.0
27316,0.23,5218010.0
27317,0.23,5218010.0
27318,0.23,5218010.0
27319,0.23,5218010.0
27320,0.23,5218010.0
27321,0.23,5218010.0
27322,0.23,5218010.0
27323,0.23,5218010.0
27324,0.23,5218010.0
27325,0.23,5218010.0
27326,0.23,5218010.0
27327,0.23,5218010.0
27328,0.23,5218010.0
27329,0.23,5218010.0
27330,0.23,5218010.0
27331,0.23,5218010.0
27332,0.23,5218010.0
27333,0.23,5218010.0
27334,0.23,5218010.0
27335,0.23,5218010.0
27336,0.23,5218010.0
27337,0.23,5218010.0
27338,0.23,5218010.0
27339,0.23,5218010.0
27340,0.23,5218010.0
27341,0.23,5218010.0
27342,0.23,5218010.0
27343,0.23,5218010.0
27344,0.23,5218010.0
27345,0.23,5218010.0
27346,0.23,5218010.0
27347,0.23,5218010.0
27348,0.23,5218010.0
27349,0.23,5218010.0
27350,0.23,5218010.0
27351,0.23,5218010.0
27352,0.23,5218010.0
27353,0.23,5218010.0
27354,0.23,5218010.0
27355,0.23,5218010.0
27356,0.23,5218010.0
27357,0.23,5218010.0
27358,0.23,5218010.0
27359,0.23,5218010.0
27360,0.23,5218010.0
27361,0.23,5218010.0
27362,0.23,5218010.0
27363,0.23,5218010.0
27364,0.23,5218010.0
27365,0.23,5218010.0
27366,0.23,5218010.0
27367,0.23,5218010.0
27368,0.23,5218010.0
27369,0.23,5218010.0
27370,0.23,5218010.0
27371,0.23,5218010.0
27372,0.23,5218010.0
27373,0.23,5218010.0
27374,0.23,5218010.0
27375,0.23,5218010.0
27376,0.23,5218010.0
27377,0.23,5218010.0
27378,0.23,5218010.0
27379,0.23,5218010.0
27380,0.23,5218010.0
27381,0.23,5218010.0
27382,0.23,5218010.0
27383,0.23,5218010.0
27384,0.23,5218010.0
27385,0.23,5218010.0
27386,0.23,5218010.0
27387,0.23,5218010.0
27388,0.23,5218010.0
27389,0.23,5218010.0
27390,0.23,5218010.0
27391,0.23,5218010.0
27392,0.23,5218010.0
27393,0.23,5218010.0
27394,0.23,5218010.0
27395,0.23,5218010.0
27396,0.23,5218010.0
27397,0.23,5218010.0
27398,0.23,5218010.0
27399,0.23,5218010.0
27400,0.23,5218010.0
27401,0.23,5218010.0
27402,0.23,5218010.0
27403,0.23,5218010.0
27404,0.23,5218010.0
27405,0.23,5218010.0
27406,0.23,5218010.0
27407,0.23,5218010.0
27408,0.23,5218010.0
27409,0.23,5218010.0
27410,0.23,5218010.0
27411,0.23,5218010.0
27412,0.23,5218010.0
27413,0.23,5218010.0
27414,0.23,5218010.0
27415,0.23,5218010.0
27416,0.23,5218010.0
27417,0.23,5218010.0
27418,0.23,5218010.0
27419,0.23,5218010.0
27420,0.23,5218010.0
27421,0.23,5218010.0
27422,0.23,5218010.0
27423,0.23,5218010.0
27424,0.23,5218010.0
27425,0.23,5218010.0
27426,0.23,5218010.0
27427,0.23,5218010.0
27428,0.23,5218010.0
27429,0.23,5218010.0
27430,0.23,5218010.0
27431,0.23,5218010.0
27432,0.23,5218010.0
27433,0.23,5218010.0
27434,0.23,5218010.0
27435,0.23,5218010.0
27436,0.23,5218010.0
27437,0.23,5218010.0
27438,0.23,5218010.0
27439,0.23,5218010.0
27440,0.23,5218010.0
27441,0.23,5218010.0
27442,0.23,5218010.0
27443,0.23,5218010.0
27444,0.23,5218010.0
27445,0.23,5218010.0
27446,0.23,5218010.0
27447,0.23,5218010.0
27448,0.23,5218010.0
27449,0.23,5218010.0
27450,0.23,5218010.0
27451,0.23,5218010.0
27452,0.23,5218010.0
27453,0.23,5218010.0
27454,0.23,5218010.0
27455,0.23,5218010.0
27456,0.23,5218010.0
27457,0.23,5218010.0
27458,0.23,5218010.0
27459,0.23,5218010.0
27460,0.23,5218010.0
27461,0.23,5218010.0
27462,0.23,5218010.0
27463,0.23,5218010.0
27464,0.23,5218010.0
27465,0.23,5218010.0
27466,0.23,5218010.0
27467,0.23,5218010.0
27468,0.23,5218010.0
27469,0.23,5218010.0
27470,0.23,5218010.0
27471,0.23,5218010.0
27472,0.23,5218010.0
27473,0.23,5218010.0
27474,0.23,5218010.0
27475,0.23,5218010.0
27476,0.23,5218010.0
27477,0.23,5218010.0
27478,0.23,5218010.0
27479,0.23,5218010.0
27480,0.23,5218010.0
27481,0.23,5218010.0
27482,0.23,5218010.0
27483,0.23,5218010.0
27484,0.23,5218010.0
27485,0.23,5218010.0
27486,0.23,5218010.0
27487,0.23,5218010.0
27488,0.23,5218010.0
27489,0.23,5218010.0
27490,0.23,5218010.0
27491,0.23,5218010.0
27492,0.23,5218010.0
27493,0.23,5218010.0
27494,0.23,5218010.0
27495,0.23,5218010.0
27496,0.23,5218010.0
27497,0.23,5218010.0
27498,0.23,5218010.0
27499,0.23,5218010.0
27500,0.23,5218010.0
27501,0.23,5218010.0
27502,0.23,5218010.0
27503,0.23,5218010.0
27504,0.23,5218010.0
27505,0.23,5218010.0
27506,0.23,5218010.0
27507,0.23,5218010.0
27508,0.23,5218010.0
27509,0.23,5218010.0
27510,0.23,5218010.0
27511,0.23,5218010.0
27512,0.23,5218010.0
27513,0.23,5218010.0
27514,0.23,5218010.0
27515,0.23,5218010.0
27516,0.23,5218010.0
27517,0.23,5218010.0
27518,0.23,5218010.0
27519,0.23,5218010.0
27520,0.23,5218010.0
27521,0.23,5218010.0
27522,0.23,5218010.0
27523,0.23,5218010.0
27524,0.23,5218010.0
27525,0.23,5218010.0
27526,0.23,5218010.0
27527,0.23,5218010.0
27528,0.23,5218010.0
27529,0.23,5218010.0
27530,0.23,5218010.0
27531,0.23,5218010.0
27532,0.23,5218010.0
27533,0.23,5218010.0
27534,0.23,5218010.0
27535,0.23,5218010.0
27536,0.23,5218010.0
27537,0.23,5218010.0
27538,0.23,5218010.0
27539,0.23,5218010.0
27540,0.23,5218010.0
27541,0.23,5218010.0
27542,0.23,5218010.0
27543,0.23,5218010.0
27544,0.23,5218010.0
27545,0.23,5218010.0
27546,0.23,5218010.0
27547,0.23,5218010.0
27548,0.23,5218010.0
27549,0.23,5218010.0
27550,0.23,5218010.0
27551,0.23,5218010.0
27552,0.23,5218010.0
27553,0.23,5218010.0
27554,0.23,5218010.0
27555,0.23,5218010.0
27556,0.23,5218010.0
27557,0.23,5218010.0
27558,0.23,5218010.0
27559,0.23,5218010.0
27560,0.23,5218010.0
27561,0.23,5218010.0
27562,0.23,5218010.0
27563,0.23,5218010.0
27564,0.23,5218010.0
27565,0.23,5218010.0
27566,0.23,5218010.0
27567,0.23,5218010.0
27568,0.23,5218010.0
27569,0.23,5218010.0
27570,0.23,5218010.0
27571,0.23,5218010.0
27572,0.23,5218010.0
27573,0.23,5218010.0
27574,0.23,5218010.0
27575,0.23,5218010.0
27576,0.23,5218010.0
27577,0.23,5218010.0
27578,0.23,5218010.0
27579,0.23,5218010.0
27580,0.23,5218010.0
27581,0.23,5218010.0
27582,0.23,5218010.0
27583,0.23,5218010.0
27584,0.23,5218010.0
27585,0.23,5218010.0
27586,0.23,5218010.0
27587,0.23,5218010.0
27588,0.23,5218010.0
27589,0.23,5218010.0
27590,0.23,5218010.0
27591,0.23,5218010.0
27592,0.23,5218010.0
27593,0.23,5218010.0
27594,0.23,5218010.0
27595,0.23,5218010.0
27596,0.23,5218010.0
27597,0.23,5218010.0
27598,0.23,5218010.0
27599,0.23,5218010.0
27600,0.23,5218010.0
27601,0.23,5218010.0
27602,0.23,5218010.0
27603,0.23,5218010.0
27604,0.23,5218010.0
27605,0.23,5218010.0
27606,0.23,5218010.0
27607,0.23,5218010.0
27608,0.23,5218010.0
27609,0.23,5218010.0
27610,0.23,5218010.0
27611,0.23,5218010.0
27612,0.23,5218010.0
27613,0.23,5218010.0
27614,0.23,5218010.0
27615,0.23,5218010.0
27616,0.23,5218010.0
27617,0.23,5218010.0
27618,0.23,5218010.0
27619,0.23,5218010.0
27620,0.23,5218010.0
27621,0.23,5218010.0
27622,0.23,5218010.0
27623,0.23,5218010.0
27624,0.23,5218010.0
27625,0.23,5218010.0
27626,0.23,5218010.0
27627,0.23,5218010.0
27628,0.23,5218010.0
27629,0.23,5218010.0
27630,0.23,5218010.0
27631,0.23,5218010.0
27632,0.23,5218010.0
27633,0.23,5218010.0
27634,0.23,5218010.0
27635,0.23,5218010.0
27636,0.23,5218010.0
27637,0.23,5218010.0
27638,0.23,5218010.0
27639,0.23,5218010.0
27640,0.23,5218010.0
27641,0.23,5218010.0
27642,0.23,5218010.0
27643,0.23,5218010.0
27644,0.23,5218010.0
27645,0.23,5218010.0
27646,0.23,5218010.0
27647,0.23,5218010.0
27648,0.23,5218010.0
27649,0.23,5218010.0
27650,0.23,5218010.0
27651,0.23,5218010.0
27652,0.23,5218010.0
27653,0.23,5218010.0
27654,0.23,5218010.0
27655,0.23,5218010.0
27656,0.23,5218010.0
27657,0.23,5218010.0
27658,0.23,5218010.0
27659,0.23,5218010.0
27660,0.23,5218010.0
27661,0.23,5218010.0
27662,0.23,5218010.0
27663,0.23,5218010.0
27664,0.23,5218010.0
27665,0.23,5218010.0
27666,0.23,5218010.0
27667,0.23,5218010.0
27668,0.23,5218010.0
27669,0.23,5218010.0
27670,0.23,5218010.0
27671,0.23,5218010.0
27672,0.23,5218010.0
27673,0.23,5218010.0
27674,0.23,5218010.0
27675,0.23,5218010.0
27676,0.23,5218010.0
27677,0.23,5218010.0
27678,0.23,5218010.0
27679,0.23,5218010.0
27680,0.23,5218010.0
27681,0.23,5218010.0
27682,0.23,5218010.0
27683,0.23,5218010.0
27684,0.23,5218010.0
27685,0.23,5218010.0
27686,0.23,5218010.0
27687,0.23,5218010.0
27688,0.23,5218010.0
27689,0.23,5218010.0
27690,0.23,5218010.0
27691,0.23,5218010.0
27692,0.23,5218010.0
27693,0.23,5218010.0
27694,0.23,5218010.0
27695,0.23,5218010.0
27696,0.23,5218010.0
27697,0.23,5218010.0
27698,0.23,5218010.0
27699,0.23,5218010.0
27700,0.23,5218010.0
27701,0.23,5218010.0
27702,0.23,5218010.0
27703,0.23,5218010.0
27704,0.23,5218010.0
27705,0.23,5218010.0
27706,0.23,5218010.0
27707,0.23,5218010.0
27708,0.23,5218010.0
27709,0.23,5218010.0
27710,0.23,5218010.0
27711,0.23,5218010.0
27712,0.23,5218010.0
27713,0.23,5218010.0
27714,0.23,5218010.0
27715,0.23,5218010.0
27716,0.23,5218010.0
27717,0.23,5218010.0
27718,0.23,5218010.0
27719,0.23,5218010.0
27720,0.23,5218010.0
27721,0.23,5218010.0
27722,0.23,5218010.0
27723,0.23,5218010.0
27724,0.23,5218010.0
27725,0.23,5218010.0
27726,0.23,5218010.0
27727,0.23,5218010.0
27728,0.23,5218010.0
27729,0.23,5218010.0
27730,0.23,5218010.0
27731,0.23,5218010.0
27732,0.23,5218010.0
27733,0.23,5218010.0
27734,0.23,5218010.0
27735,0.23,5218010.0
27736,0.23,5218010.0
27737,0.23,5218010.0
27738,0.23,5218010.0
27739,0.23,5218010.0
27740,0.23,5218010.0
27741,0.23,5218010.0
27742,0.23,5218010.0
27743,0.23,5218010.0
27744,0.23,5218010.0
27745,0.23,5218010.0
27746,0.23,5218010.0
27747,0.23,5218010.0
27748,0.23,5218010.0
27749,0.23,5218010.0
27750,0.23,5218010.0
27751,0.23,5218010.0
27752,0.23,5218010.0
27753,0.23,5218010.0
27754,0.23,5218010.0
27755,0.23,5218010.0
27756,0.23,5218010.0
27757,0.23,5218010.0
27758,0.23,5218010.0
27759,0.23,5218010.0
27760,0.23,5218010.0
27761,0.23,5218010.0
27762,0.23,5218010.0
27763,0.23,5218010.0
27764,0.23,5218010.0
27765,0.23,5218010.0
27766,0.23,5218010.0
27767,0.23,5218010.0
27768,0.23,5218010.0
27769,0.23,5218010.0
27770,0.23,5218010.0
27771,0.23,5218010.0
27772,0.23,5218010.0
27773,0.23,5218010.0
27774,0.23,5218010.0
27775,0.23,5218010.0
27776,0.23,5218010.0
27777,0.23,5218010.0
27778,0.23,5218010.0
27779,0.23,5218010.0
27780,0.23,5218010.0
27781,0.23,5218010.0
27782,0.23,5218010.0
27783,0.23,5218010.0
27784,0.23,5218010.0
27785,0.23,5218010.0
27786,0.23,5218010.0
27787,0.23,5218010.0
27788,0.23,5218010.0
27789,0.23,5218010.0
27790,0.23,5218010.0
27791,0.23,5218010.0
27792,0.23,5218010.0
27793,0.23,5218010.0
27794,0.23,5218010.0
27795,0.23,5218010.0
27796,0.23,5218010.0
27797,0.23,5218010.0
27798,0.23,5218010.0
27799,0.23,5218010.0
27800,0.23,5218010.0
27801,0.23,5218010.0
27802,0.23,5218010.0
27803,0.23,5218010.0
27804,0.23,5218010.0
27805,0.23,5218010.0
27806,0.23,5218010.0
27807,0.23,5218010.0
27808,0.23,5218010.0
27809,0.23,5218010.0
27810,0.23,5218010.0
27811,0.23,5218010.0
27812,0.23,5218010.0
27813,0.23,5218010.0
27814,0.23,5218010.0
27815,0.23,5218010.0
27816,0.23,5218010.0
27817,0.23,5218010.0
27818,0.23,5218010.0
27819,0.23,5218010.0
27820,0.23,5218010.0
27821,0.23,5218010.0
27822,0.23,5218010.0
27823,0.23,5218010.0
27824,0.23,5218010.0
27825,0.23,5218010.0
27826,0.23,5218010.0
27827,0.23,5218010.0
27828,0.23,5218010.0
27829,0.23,5218010.0
27830,0.23,5218010.0
27831,0.23,5218010.0
27832,0.23,5218010.0
27833,0.23,5218010.0
27834,0.23,5218010.0
27835,0.23,5218010.0
27836,0.23,5218010.0
27837,0.23,5218010.0
27838,0.23,5218010.0
27839,0.23,5218010.0
27840,0.23,5218010.0
27841,0.23,5218010.0
27842,0.23,5218010.0
27843,0.23,5218010.0
27844,0.23,5218010.0
27845,0.23,5218010.0
27846,0.23,5218010.0
27847,0.23,5218010.0
27848,0.23,5218010.0
27849,0.23,5218010.0
27850,0.23,5218010.0
27851,0.23,5218010.0
27852,0.23,5218010.0
27853,0.23,5218010.0
27854,0.23,5218010.0
27855,0.23,5218010.0
27856,0.23,5218010.0
27857,0.23,5218010.0
27858,0.23,5218010.0
27859,0.23,5218010.0
27860,0.23,5218010.0
27861,0.23,5218010.0
27862,0.23,5218010.0
27863,0.23,5218010.0
27864,0.23,5218010.0
27865,0.23,5218010.0
27866,0.23,5218010.0
27867,0.23,5218010.0
27868,0.23,5218010.0
27869,0.23,5218010.0
27870,0.23,5218010.0
27871,0.23,5218010.0
27872,0.23,5218010.0
27873,0.23,5218010.0
27874,0.23,5218010.0
27875,0.23,5218010.0
27876,0.23,5218010.0
27877,0.23,5218010.0
27878,0.23,5218010.0
27879,0.23,5218010.0
27880,0.23,5218010.0
27881,0.23,5218010.0
27882,0.23,5218010.0
27883,0.23,5218010.0
27884,0.23,5218010.0
27885,0.23,5218010.0
27886,0.23,5218010.0
27887,0.23,5218010.0
27888,0.23,5218010.0
27889,0.23,5218010.0
27890,0.23,5218010.0
27891,0.23,5218010.0
27892,0.23,5218010.0
27893,0.23,5218010.0
27894,0.23,5218010.0
27895,0.23,5218010.0
27896,0.23,5218010.0
27897,0.23,5218010.0
27898,0.23,5218010.0
27899,0.23,5218010.0
27900,0.23,5218010.0
27901,0.23,5218010.0
27902,0.23,5218010.0
27903,0.23,5218010.0
27904,0.23,5218010.0
27905,0.23,5218010.0
27906,0.23,5218010.0
27907,0.23,5218010.0
27908,0.23,5218010.0
27909,0.23,5218010.0
27910,0.23,5218010.0
27911,0.23,5218010.0
27912,0.23,5218010.0
27913,0.23,5218010.0
27914,0.23,5218010.0
27915,0.23,5218010.0
27916,0.23,5218010.0
27917,0.23,5218010.0
27918,0.23,5218010.0
27919,0.23,5218010.0
27920,0.23,5218010.0
27921,0.23,5218010.0
27922,0.23,5218010.0
27923,0.23,5218010.0
27924,0.23,5218010.0
27925,0.23,5218010.0
27926,0.23,5218010.0
27927,0.23,5218010.0
27928,0.23,5218010.0
27929,0.23,5218010.0
27930,0.23,5218010.0
27931,0.23,5218010.0
27932,0.23,5218010.0
27933,0.23,5218010.0
27934,0.23,5218010.0
27935,0.23,5218010.0
27936,0.23,5218010.0
27937,0.23,5218010.0
27938,0.23,5218010.0
27939,0.23,5218010.0
27940,0.23,5218010.0
27941,0.23,5218010.0
27942,0.23,5218010.0
27943,0.23,5218010.0
27944,0.23,5218010.0
27945,0.23,5218010.0
27946,0.23,5218010.0
27947,0.23,5218010.0
27948,0.23,5218010.0
27949,0.23,5218010.0
27950,0.23,5218010.0
27951,0.23,5218010.0
27952,0.23,5218010.0
27953,0.23,5218010.0
27954,0.23,5218010.0
27955,0.23,5218010.0
27956,0.23,5218010.0
27957,0.23,5218010.0
27958,0.23,5218010.0
27959,0.23,5218010.0
27960,0.23,5218010.0
27961,0.23,5218010.0
27962,0.23,5218010.0
27963,0.23,5218010.0
27964,0.23,5218010.0
27965,0.23,5218010.0
27966,0.23,5218010.0
27967,0.23,5218010.0
27968,0.23,5218010.0
27969,0.23,5218010.0
27970,0.23,5218010.0
27971,0.23,5218010.0
27972,0.23,5218010.0
27973,0.23,5218010.0
27974,0.23,5218010.0
27975,0.23,5218010.0
27976,0.23,5218010.0
27977,0.23,5218010.0
27978,0.23,5218010.0
27979,0.23,5218010.0
27980,0.23,5218010.0
27981,0.23,5218010.0
27982,0.23,5218010.0
27983,0.23,5218010.0
27984,0.23,5218010.0
27985,0.23,5218010.0
27986,0.23,5218010.0
27987,0.23,5218010.0
27988,0.23,5218010.0
27989,0.23,5218010.0
27990,0.23,5218010.0
27991,0.23,5218010.0
27992,0.23,5218010.0
27993,0.23,5218010.0
27994,0.23,5218010.0
27995,0.23,5218010.0
27996,0.23,5218010.0
27997,0.23,5218010.0
27998,0.23,5218010.0
27999,0.23,5218010.0
28000,0.23,5218010.0
28001,0.23,5218010.0
28002,0.23,5218010.0
28003,0.23,5218010.0
28004,0.23,5218010.0
28005,0.23,5218010.0
28006,0.23,5218010.0
28007,0.23,5218010.0
28008,0.23,5218010.0
28009,0.23,5218010.0
28010,0.23,5218010.0
28011,0.23,5218010.0
28012,0.23,5218010.0
28013,0.23,5218010.0
28014,0.23,5218010.0
28015,0.23,5218010.0
28016,0.23,5218010.0
28017,0.23,5218010.0
28018,0.23,5218010.0
28019,0.23,5218010.0
28020,0.23,5218010.0
28021,0.23,5218010.0
28022,0.23,5218010.0
28023,0.23,5218010.0
28024,0.23,5218010.0
28025,0.23,5218010.0
28026,0.23,5218010.0
28027,0.23,5218010.0
28028,0.23,5218010.0
28029,0.23,5218010.0
28030,0.23,5218010.0
28031,0.23,5218010.0
28032,0.23,5218010.0
28033,0.23,5218010.0
28034,0.23,5218010.0
28035,0.23,5218010.0
28036,0.23,5218010.0
28037,0.23,5218010.0
28038,0.23,5218010.0
28039,0.23,5218010.0
28040,0.23,5218010.0
28041,0.23,5218010.0
28042,0.23,5218010.0
28043,0.23,5218010.0
28044,0.23,5218010.0
28045,0.23,5218010.0
28046,0.23,5218010.0
28047,0.23,5218010.0
28048,0.23,5218010.0
28049,0.23,5218010.0
28050,0.23,5218010.0
28051,0.23,5218010.0
28052,0.23,5218010.0
28053,0.23,5218010.0
28054,0.23,5218010.0
28055,0.23,5218010.0
28056,0.23,5218010.0
28057,0.23,5218010.0
28058,0.23,5218010.0
28059,0.23,5218010.0
28060,0.23,5218010.0
28061,0.23,5218010.0
28062,0.23,5218010.0
28063,0.23,5218010.0
28064,0.23,5218010.0
28065,0.23,5218010.0
28066,0.23,5218010.0
28067,0.23,5218010.0
28068,0.23,5218010.0
28069,0.23,5218010.0
28070,0.23,5218010.0
28071,0.23,5218010.0
28072,0.23,5218010.0
28073,0.23,5218010.0
28074,0.23,5218010.0
28075,0.23,5218010.0
28076,0.23,5218010.0
28077,0.23,5218010.0
28078,0.23,5218010.0
28079,0.23,5218010.0
28080,0.23,5218010.0
28081,0.23,5218010.0
28082,0.23,5218010.0
28083,0.23,5218010.0
28084,0.23,5218010.0
28085,0.23,5218010.0
28086,0.23,5218010.0
28087,0.23,5218010.0
28088,0.23,5218010.0
28089,0.23,5218010.0
28090,0.23,5218010.0
28091,0.23,5218010.0
28092,0.23,5218010.0
28093,0.23,5218010.0
28094,0.23,5218010.0
28095,0.23,5218010.0
28096,0.23,5218010.0
28097,0.23,5218010.0
28098,0.23,5218010.0
28099,0.23,5218010.0
28100,0.23,5218010.0
28101,0.23,5218010.0
28102,0.23,5218010.0
28103,0.23,5218010.0
28104,0.23,5218010.0
28105,0.23,5218010.0
28106,0.23,5218010.0
28107,0.23,5218010.0
28108,0.23,5218010.0
28109,0.23,5218010.0
28110,0.23,5218010.0
28111,0.23,5218010.0
28112,0.23,5218010.0
28113,0.23,5218010.0
28114,0.23,5218010.0
28115,0.23,5218010.0
28116,0.23,5218010.0
28117,0.23,5218010.0
28118,0.23,5218010.0
28119,0.23,5218010.0
28120,0.23,5218010.0
28121,0.23,5218010.0
28122,0.23,5218010.0
28123,0.23,5218010.0
28124,0.23,5218010.0
28125,0.23,5218010.0
28126,0.23,5218010.0
28127,0.23,5218010.0
28128,0.23,5218010.0
28129,0.23,5218010.0
28130,0.23,5218010.0
28131,0.23,5218010.0
28132,0.23,5218010.0
28133,0.23,5218010.0
28134,0.23,5218010.0
28135,0.23,5218010.0
28136,0.23,5218010.0
28137,0.23,5218010.0
28138,0.23,5218010.0
28139,0.23,5218010.0
28140,0.23,5218010.0
28141,0.23,5218010.0
28142,0.23,5218010.0
28143,0.23,5218010.0
28144,0.23,5218010.0
28145,0.23,5218010.0
28146,0.23,5218010.0
28147,0.23,5218010.0
28148,0.23,5218010.0
28149,0.23,5218010.0
28150,0.23,5218010.0
28151,0.23,5218010.0
28152,0.23,5218010.0
28153,0.23,5218010.0
28154,0.23,5218010.0
28155,0.23,5218010.0
28156,0.23,5218010.0
28157,0.23,5218010.0
28158,0.23,5218010.0
28159,0.23,5218010.0
28160,0.23,5218010.0
